      0: board.processor.cores.core.branchPred: index mask: 0x1ff
 590000: board.processor.cores.core.execute: Stepping to next inst inputIndex: 1
 590000: board.processor.cores.core.fetch2: Scheduled Thread: 0
 590000: board.processor.cores.core.decoder: Requesting bytes 0x03132342 from address 0x100bc
 590000: board.processor.cores.core.fetch2: Offering MachInst to decoder addr: 0x100bc
 590000: board.processor.cores.core.decoder: Decoding instruction 0x2342829b at address 0x100ba
 590000: board.processor.cores.core.decoder: Decode: Decoded addiw instruction: 0x500001002342829b
 590000: board.processor.cores.core.fetch2: decoder inst 0/4.2/12/11 pc: 0x100ba (addiw)
 590000: board.processor.cores.core.fetch2: Instruction extracted from line 0/4.2/12 lineWidth: 4 output_index: 0 inputIndex: 0 pc: (0x100ba=>0x100be).(0=>1) inst: 0/4.2/12/11 pc: 0x100ba (addiw)
 590000: board.processor.cores.core.fetch1: Fetching from thread 0
 590000: board.processor.cores.core.fetch1: Inserting fetch into the fetch queue 0/4.2/13 addr: 0x100c0 pc: 65728 line_offset: 0 request_size: 4
 590000: board.processor.cores.core.fetch1: Submitting ITLB request
 590000: board.processor.cores.core.fetch1: Got ITLB response
 590000: board.cache_hierarchy.l1icaches: access for ReadReq [c0:c3] IF miss
 590000: board.cache_hierarchy.l1icaches.mshr_queue: Allocating new MSHR. Number in use will be 1/4
 590000: board.cache_hierarchy.l1icaches.mshr_queue.entry.targets: New target allocated: ReadReq [c0:c3] IF
 590000: board.cache_hierarchy.l1icaches.mem_side_port: Scheduling send event at 600000
 590000: board.processor.cores.core.fetch1: Issued fetch request to memory: 0/4.2/13
 590000: global: MinorTrace: state=FetchRunning icacheState=IcacheRunning in_tlb_mem=0/1 streamSeqNum=4 lines=-
 590000: global: MinorTrace: lines=
 590000: global: MinorTrace: lines=0/4.2/13
 590000: global: MinorTrace: lines=-,0/4.2/12
 590000: global: MinorTrace: prediction=-,-
 590000: global: MinorTrace: inputIndex=0 havePC=1 predictionSeqNum=2 insts=(0/4.2/12/11)
 590000: global: MinorTrace: lines=0/4.2/12,R,
 590000: global: MinorTrace: insts=(0/4.2/12/11),-
 590000: global: MinorTrace: insts=-
 590000: global: MinorTrace: insts=R,,,
 590000: global: MinorTrace: insts=-,(0/4.2/11/10.10)
 590000: global: MinorTrace: state=MemoryRunning in_tlb_mem=0/0 stores_in_transfers=0 lastMemBarrier=0
 590000: global: MinorTrace: addr=,,,
 590000: global: MinorTrace: addr=,,,,,,,
 590000: global: MinorTrace: addr=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- num_unissued_stores=0
 590000: global: MinorTrace: insts=,,,,,,,
 590000: global: MinorTrace: busy=(5,1/0/60/10)
 590000: global: MinorTrace: insts=(0/3.2/8/7.7,-) inputIndex=0 streamSeqNum=4 stalled=1,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E drainState=NotDraining isInbetweenInsts=1
 590000: global: MinorTrace: insts=0/4.2/11/10.10
 590000: global: MinorTrace: insts=-,-,-,-
 590000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 590000: global: MinorTrace: insts=-,-,-
 590000: global: MinorTrace: insts=-,-,-,-
 590000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 590000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 590000: global: MinorTrace: insts=-,-
 590000: global: MinorTrace: insts=-,-
 590000: global: MinorTrace: insts=-,-
 590000: global: MinorTrace: insts=-,-,-,-
 590000: global: MinorTrace: insts=-,-,-,-,-,-
 590000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 590000: global: MinorTrace: insts=-
 590000: global: MinorTrace: insts=-,-
 590000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-
 590000: global: MinorTrace: insts=-
 590000: global: MinorTrace: insts=0/4.2/11/10.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 590000: global: MinorTrace: insts=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 590000: global: MinorTrace: branch=-,-
 590000: global: MinorTrace: activity=6 stages=1,1,1,E,1
 600000: board.cache_hierarchy.l1icaches: sendMSHRQueuePacket: MSHR ReadReq [c0:c3] IF
 600000: board.cache_hierarchy.l1icaches: createMissPacket: created ReadCleanReq [c0:ff] IF from ReadReq [c0:c3] IF
 600000: board.processor.cores.core.execute.lsq.storeBuffer: StoreBuffer step numUnissuedAccesses: 0
 600000: board.processor.cores.core.execute: No interrupt controller
 600000: board.processor.cores.core.execute: [tid:0] thread_interrupted?=0 isInbetweenInsts?=1
 600000: board.processor.cores.core.execute: Attempting to commit [tid:0]
 600000: board.processor.cores.core.execute: Committing micro-ops for interrupt[tid:0]
 600000: board.processor.cores.core.execute: Trying to commit canCommitInsts: 1
 600000: board.processor.cores.core.execute: Trying to commit from FUs
 600000: global: ExecContext setting PC: (0x100b8=>0x100ba).(0=>1)
 600000: board.processor.cores.core.execute: Committing inst: 0/4.2/11/10.10 pc: 0x100b8 (c_lui)
 600000: board.processor.cores.core.execute: Unstalling 0 for inst 0/4.2/11/10.10
 600000: board.processor.cores.core.execute: Completed inst: 0/4.2/11/10.10 pc: 0x100b8 (c_lui)
 600000: board.processor.cores.core.execute.scoreboard0: Clearing inst: 0/4.2/11/10.10 pc: 0x100b8 (c_lui) regIndex: 5 final numResults: 0
 600000: board.processor.cores.core: A0 T0 : 0x100b8 @main+8    : c_lui t0, 1                : IntAlu :  D=0x0000000000001000  FetchSeq=10  CPSeq=6  flags=(IsInteger)
 600000: board.processor.cores.core.decode: Passing on inst: 0/4.2/12/11 pc: 0x100ba (addiw) inputIndex: 0 output_index: 0
 600000: board.processor.cores.core.fetch2: Scheduled Thread: 0
 600000: board.processor.cores.core.decoder: Requesting bytes 0x03132342 from address 0x100bc
 600000: board.processor.cores.core.fetch2: Offering MachInst to decoder addr: 0x100bc
 600000: board.processor.cores.core.fetch2: Inst not ready yet
 600000: board.processor.cores.core.fetch2: Updated inputIndex value PC: (0x100b8=>0x100bc).(0=>1) inputIndex: 0x4 lineBaseAddr: 0x100bc lineWidth: 0x4
 600000: global: MinorTrace: state=FetchRunning icacheState=IcacheRunning in_tlb_mem=0/1 streamSeqNum=4 lines=-
 600000: global: MinorTrace: lines=
 600000: global: MinorTrace: lines=0/4.2/13
 600000: global: MinorTrace: lines=-,-
 600000: global: MinorTrace: prediction=-,-
 600000: global: MinorTrace: inputIndex=0 havePC=1 predictionSeqNum=2 insts=-
 600000: global: MinorTrace: lines=R,,
 600000: global: MinorTrace: insts=-,(0/4.2/12/11.11)
 600000: global: MinorTrace: insts=(0/4.2/12/11.11)
 600000: global: MinorTrace: insts=,,,
 600000: global: MinorTrace: insts=(0/4.2/12/11.11),-
 600000: global: MinorTrace: state=MemoryRunning in_tlb_mem=0/0 stores_in_transfers=0 lastMemBarrier=0
 600000: global: MinorTrace: addr=,,,
 600000: global: MinorTrace: addr=,,,,,,,
 600000: global: MinorTrace: addr=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- num_unissued_stores=0
 600000: global: MinorTrace: insts=R,,,,,,,
 600000: global: MinorTrace: busy=
 600000: global: MinorTrace: insts=(0/4.2/11/10.10,-) inputIndex=0 streamSeqNum=4 stalled=E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E drainState=NotDraining isInbetweenInsts=1
 600000: global: MinorTrace: insts=-
 600000: global: MinorTrace: insts=-,-,-,-
 600000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 600000: global: MinorTrace: insts=-,-,-
 600000: global: MinorTrace: insts=-,-,-,-
 600000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 600000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 600000: global: MinorTrace: insts=-,-
 600000: global: MinorTrace: insts=-,-
 600000: global: MinorTrace: insts=-,-
 600000: global: MinorTrace: insts=-,-,-,-
 600000: global: MinorTrace: insts=-,-,-,-,-,-
 600000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 600000: global: MinorTrace: insts=-
 600000: global: MinorTrace: insts=-,-
 600000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-
 600000: global: MinorTrace: insts=-
 600000: global: MinorTrace: insts=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 600000: global: MinorTrace: insts=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 600000: global: MinorTrace: branch=-,-
 600000: global: MinorTrace: activity=6 stages=1,1,1,E,1
 610000: board.processor.cores.core.execute.lsq.storeBuffer: StoreBuffer step numUnissuedAccesses: 0
 610000: board.processor.cores.core.execute: No interrupt controller
 610000: board.processor.cores.core.execute: [tid:0] thread_interrupted?=0 isInbetweenInsts?=1
 610000: board.processor.cores.core.execute: Attempting to issue [tid:0]
 610000: board.processor.cores.core.execute: Trying to issue inst: 0/4.2/12/11.11 pc: 0x100ba (addiw) to FU: 0
 610000: board.processor.cores.core.execute: Issuing inst: 0/4.2/12/11.11 pc: 0x100ba (addiw) into FU 0
 610000: board.processor.cores.core.execute.scoreboard0: Marking up inst: 0/4.2/12/11.11 pc: 0x100ba (addiw) regIndex: 5 final numResults: 1 returnCycle: 62
 610000: board.processor.cores.core.execute: MinorInst: id=0/4.2/12/11.11 addr=0x100ba inst="addiw t0, t0, 564" class=IntAlu flags="IsInteger" srcRegs=r5 destRegs=r5 extMachInst=                                                                                                                                                500001002342829b
 610000: board.processor.cores.core.execute: Reached inst issue limit
 610000: board.processor.cores.core.execute: Stepping to next inst inputIndex: 1
 610000: board.processor.cores.core.fetch2: Scheduled Thread: -1
 610000: global: MinorTrace: state=FetchRunning icacheState=IcacheRunning in_tlb_mem=0/1 streamSeqNum=4 lines=-
 610000: global: MinorTrace: lines=
 610000: global: MinorTrace: lines=0/4.2/13
 610000: global: MinorTrace: lines=-,-
 610000: global: MinorTrace: prediction=-,-
 610000: global: MinorTrace: inputIndex=0 havePC=1 predictionSeqNum=2 insts=-
 610000: global: MinorTrace: lines=R,,
 610000: global: MinorTrace: insts=-,-
 610000: global: MinorTrace: insts=-
 610000: global: MinorTrace: insts=,,,
 610000: global: MinorTrace: insts=-,(0/4.2/12/11.11)
 610000: global: MinorTrace: state=MemoryRunning in_tlb_mem=0/0 stores_in_transfers=0 lastMemBarrier=0
 610000: global: MinorTrace: addr=,,,
 610000: global: MinorTrace: addr=,,,,,,,
 610000: global: MinorTrace: addr=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- num_unissued_stores=0
 610000: global: MinorTrace: insts=,,,,,,,
 610000: global: MinorTrace: busy=(5,1/0/62/11)
 610000: global: MinorTrace: insts=(0/4.2/11/10.10,-) inputIndex=0 streamSeqNum=4 stalled=1,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E drainState=NotDraining isInbetweenInsts=1
 610000: global: MinorTrace: insts=0/4.2/12/11.11
 610000: global: MinorTrace: insts=-,-,-,-
 610000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 610000: global: MinorTrace: insts=-,-,-
 610000: global: MinorTrace: insts=-,-,-,-
 610000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 610000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 610000: global: MinorTrace: insts=-,-
 610000: global: MinorTrace: insts=-,-
 610000: global: MinorTrace: insts=-,-
 610000: global: MinorTrace: insts=-,-,-,-
 610000: global: MinorTrace: insts=-,-,-,-,-,-
 610000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 610000: global: MinorTrace: insts=-
 610000: global: MinorTrace: insts=-,-
 610000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-
 610000: global: MinorTrace: insts=-
 610000: global: MinorTrace: insts=0/4.2/12/11.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 610000: global: MinorTrace: insts=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 610000: global: MinorTrace: branch=-,-
 610000: global: MinorTrace: activity=6 stages=1,1,1,E,1
 620000: board.processor.cores.core.execute.lsq.storeBuffer: StoreBuffer step numUnissuedAccesses: 0
 620000: board.processor.cores.core.execute: No interrupt controller
 620000: board.processor.cores.core.execute: [tid:0] thread_interrupted?=0 isInbetweenInsts?=1
 620000: board.processor.cores.core.execute: Attempting to commit [tid:0]
 620000: board.processor.cores.core.execute: Committing micro-ops for interrupt[tid:0]
 620000: board.processor.cores.core.execute: Trying to commit canCommitInsts: 1
 620000: board.processor.cores.core.execute: Trying to commit from FUs
 620000: global: ExecContext setting PC: (0x100ba=>0x100be).(0=>1)
 620000: board.processor.cores.core.execute: Committing inst: 0/4.2/12/11.11 pc: 0x100ba (addiw)
 620000: board.processor.cores.core.execute: Unstalling 0 for inst 0/4.2/12/11.11
 620000: board.processor.cores.core.execute: Completed inst: 0/4.2/12/11.11 pc: 0x100ba (addiw)
 620000: board.processor.cores.core.execute.scoreboard0: Clearing inst: 0/4.2/12/11.11 pc: 0x100ba (addiw) regIndex: 5 final numResults: 0
 620000: board.processor.cores.core: A0 T0 : 0x100ba @main+10    : addiw t0, t0, 564          : IntAlu :  D=0x0000000000001234  FetchSeq=11  CPSeq=7  flags=(IsInteger)
 620000: board.processor.cores.core.fetch2: Scheduled Thread: -1
 620000: global: MinorTrace: state=FetchRunning icacheState=IcacheRunning in_tlb_mem=0/1 streamSeqNum=4 lines=-
 620000: global: MinorTrace: lines=
 620000: global: MinorTrace: lines=0/4.2/13
 620000: global: MinorTrace: lines=-,-
 620000: global: MinorTrace: prediction=-,-
 620000: global: MinorTrace: inputIndex=0 havePC=1 predictionSeqNum=2 insts=-
 620000: global: MinorTrace: lines=R,,
 620000: global: MinorTrace: insts=-,-
 620000: global: MinorTrace: insts=-
 620000: global: MinorTrace: insts=,,,
 620000: global: MinorTrace: insts=-,-
 620000: global: MinorTrace: state=MemoryRunning in_tlb_mem=0/0 stores_in_transfers=0 lastMemBarrier=0
 620000: global: MinorTrace: addr=,,,
 620000: global: MinorTrace: addr=,,,,,,,
 620000: global: MinorTrace: addr=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- num_unissued_stores=0
 620000: global: MinorTrace: insts=,,,,,,,
 620000: global: MinorTrace: busy=
 620000: global: MinorTrace: insts=(0/4.2/12/11.11,-) inputIndex=0 streamSeqNum=4 stalled=E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E drainState=NotDraining isInbetweenInsts=1
 620000: global: MinorTrace: insts=-
 620000: global: MinorTrace: insts=-,-,-,-
 620000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 620000: global: MinorTrace: insts=-,-,-
 620000: global: MinorTrace: insts=-,-,-,-
 620000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 620000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 620000: global: MinorTrace: insts=-,-
 620000: global: MinorTrace: insts=-,-
 620000: global: MinorTrace: insts=-,-
 620000: global: MinorTrace: insts=-,-,-,-
 620000: global: MinorTrace: insts=-,-,-,-,-,-
 620000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 620000: global: MinorTrace: insts=-
 620000: global: MinorTrace: insts=-,-
 620000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-
 620000: global: MinorTrace: insts=-
 620000: global: MinorTrace: insts=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 620000: global: MinorTrace: insts=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 620000: global: MinorTrace: branch=-,-
 620000: global: MinorTrace: activity=5 stages=1,1,1,E,1
 630000: board.processor.cores.core.execute.lsq.storeBuffer: StoreBuffer step numUnissuedAccesses: 0
 630000: board.processor.cores.core.execute: No interrupt controller
 630000: board.processor.cores.core.execute: [tid:0] thread_interrupted?=0 isInbetweenInsts?=1
 630000: board.processor.cores.core.fetch2: Scheduled Thread: -1
 630000: global: MinorTrace: state=FetchRunning icacheState=IcacheRunning in_tlb_mem=0/1 streamSeqNum=4 lines=-
 630000: global: MinorTrace: lines=
 630000: global: MinorTrace: lines=0/4.2/13
 630000: global: MinorTrace: lines=-,-
 630000: global: MinorTrace: prediction=-,-
 630000: global: MinorTrace: inputIndex=0 havePC=1 predictionSeqNum=2 insts=-
 630000: global: MinorTrace: lines=R,,
 630000: global: MinorTrace: insts=-,-
 630000: global: MinorTrace: insts=-
 630000: global: MinorTrace: insts=,,,
 630000: global: MinorTrace: insts=-,-
 630000: global: MinorTrace: state=MemoryRunning in_tlb_mem=0/0 stores_in_transfers=0 lastMemBarrier=0
 630000: global: MinorTrace: addr=,,,
 630000: global: MinorTrace: addr=,,,,,,,
 630000: global: MinorTrace: addr=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- num_unissued_stores=0
 630000: global: MinorTrace: insts=,,,,,,,
 630000: global: MinorTrace: busy=
 630000: global: MinorTrace: insts=(0/4.2/12/11.11,-) inputIndex=0 streamSeqNum=4 stalled=E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E drainState=NotDraining isInbetweenInsts=1
 630000: global: MinorTrace: insts=-
 630000: global: MinorTrace: insts=-,-,-,-
 630000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 630000: global: MinorTrace: insts=-,-,-
 630000: global: MinorTrace: insts=-,-,-,-
 630000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 630000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 630000: global: MinorTrace: insts=-,-
 630000: global: MinorTrace: insts=-,-
 630000: global: MinorTrace: insts=-,-
 630000: global: MinorTrace: insts=-,-,-,-
 630000: global: MinorTrace: insts=-,-,-,-,-,-
 630000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 630000: global: MinorTrace: insts=-
 630000: global: MinorTrace: insts=-,-
 630000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-
 630000: global: MinorTrace: insts=-
 630000: global: MinorTrace: insts=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 630000: global: MinorTrace: insts=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 630000: global: MinorTrace: branch=-,-
 630000: global: MinorTrace: activity=4 stages=1,1,1,E,1
 640000: board.processor.cores.core.execute.lsq.storeBuffer: StoreBuffer step numUnissuedAccesses: 0
 640000: board.processor.cores.core.execute: No interrupt controller
 640000: board.processor.cores.core.execute: [tid:0] thread_interrupted?=0 isInbetweenInsts?=1
 640000: board.processor.cores.core.fetch2: Scheduled Thread: -1
 640000: global: MinorTrace: state=FetchRunning icacheState=IcacheRunning in_tlb_mem=0/1 streamSeqNum=4 lines=-
 640000: global: MinorTrace: lines=
 640000: global: MinorTrace: lines=0/4.2/13
 640000: global: MinorTrace: lines=-,-
 640000: global: MinorTrace: prediction=-,-
 640000: global: MinorTrace: inputIndex=0 havePC=1 predictionSeqNum=2 insts=-
 640000: global: MinorTrace: lines=R,,
 640000: global: MinorTrace: insts=-,-
 640000: global: MinorTrace: insts=-
 640000: global: MinorTrace: insts=,,,
 640000: global: MinorTrace: insts=-,-
 640000: global: MinorTrace: state=MemoryRunning in_tlb_mem=0/0 stores_in_transfers=0 lastMemBarrier=0
 640000: global: MinorTrace: addr=,,,
 640000: global: MinorTrace: addr=,,,,,,,
 640000: global: MinorTrace: addr=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- num_unissued_stores=0
 640000: global: MinorTrace: insts=,,,,,,,
 640000: global: MinorTrace: busy=
 640000: global: MinorTrace: insts=(0/4.2/12/11.11,-) inputIndex=0 streamSeqNum=4 stalled=E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E drainState=NotDraining isInbetweenInsts=1
 640000: global: MinorTrace: insts=-
 640000: global: MinorTrace: insts=-,-,-,-
 640000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 640000: global: MinorTrace: insts=-,-,-
 640000: global: MinorTrace: insts=-,-,-,-
 640000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 640000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 640000: global: MinorTrace: insts=-,-
 640000: global: MinorTrace: insts=-,-
 640000: global: MinorTrace: insts=-,-
 640000: global: MinorTrace: insts=-,-,-,-
 640000: global: MinorTrace: insts=-,-,-,-,-,-
 640000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 640000: global: MinorTrace: insts=-
 640000: global: MinorTrace: insts=-,-
 640000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-
 640000: global: MinorTrace: insts=-
 640000: global: MinorTrace: insts=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 640000: global: MinorTrace: insts=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 640000: global: MinorTrace: branch=-,-
 640000: global: MinorTrace: activity=4 stages=1,1,1,E,1
 650000: board.processor.cores.core.execute.lsq.storeBuffer: StoreBuffer step numUnissuedAccesses: 0
 650000: board.processor.cores.core.execute: No interrupt controller
 650000: board.processor.cores.core.execute: [tid:0] thread_interrupted?=0 isInbetweenInsts?=1
 650000: board.processor.cores.core.fetch2: Scheduled Thread: -1
 650000: global: MinorTrace: state=FetchRunning icacheState=IcacheRunning in_tlb_mem=0/1 streamSeqNum=4 lines=-
 650000: global: MinorTrace: lines=
 650000: global: MinorTrace: lines=0/4.2/13
 650000: global: MinorTrace: lines=-,-
 650000: global: MinorTrace: prediction=-,-
 650000: global: MinorTrace: inputIndex=0 havePC=1 predictionSeqNum=2 insts=-
 650000: global: MinorTrace: lines=R,,
 650000: global: MinorTrace: insts=-,-
 650000: global: MinorTrace: insts=-
 650000: global: MinorTrace: insts=,,,
 650000: global: MinorTrace: insts=-,-
 650000: global: MinorTrace: state=MemoryRunning in_tlb_mem=0/0 stores_in_transfers=0 lastMemBarrier=0
 650000: global: MinorTrace: addr=,,,
 650000: global: MinorTrace: addr=,,,,,,,
 650000: global: MinorTrace: addr=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- num_unissued_stores=0
 650000: global: MinorTrace: insts=,,,,,,,
 650000: global: MinorTrace: busy=
 650000: global: MinorTrace: insts=(0/4.2/12/11.11,-) inputIndex=0 streamSeqNum=4 stalled=E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E drainState=NotDraining isInbetweenInsts=1
 650000: global: MinorTrace: insts=-
 650000: global: MinorTrace: insts=-,-,-,-
 650000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 650000: global: MinorTrace: insts=-,-,-
 650000: global: MinorTrace: insts=-,-,-,-
 650000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 650000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 650000: global: MinorTrace: insts=-,-
 650000: global: MinorTrace: insts=-,-
 650000: global: MinorTrace: insts=-,-
 650000: global: MinorTrace: insts=-,-,-,-
 650000: global: MinorTrace: insts=-,-,-,-,-,-
 650000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 650000: global: MinorTrace: insts=-
 650000: global: MinorTrace: insts=-,-
 650000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-
 650000: global: MinorTrace: insts=-
 650000: global: MinorTrace: insts=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 650000: global: MinorTrace: insts=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 650000: global: MinorTrace: branch=-,-
 650000: global: MinorTrace: activity=4 stages=1,1,1,E,1
 660000: board.processor.cores.core.execute.lsq.storeBuffer: StoreBuffer step numUnissuedAccesses: 0
